timestamp,marker_id,x,y,z,rvec_x,rvec_y,rvec_z,distancia_mm
1753283209.3577788,1,-0.08899955670062373,0.062150450238133925,1.1229577115911893,-2.3878513494417204,0.8858336042192093,-1.5873149142676426,
1753283209.4257858,3,-0.1292632996892855,0.07301842478525855,1.199329668475497,-2.4886942545828448,0.3238822784155165,0.8735888986461117,
1753283209.4257858,1,-0.08100551866299154,0.03831631110678991,1.1310023996134686,-2.2055948524917994,0.9272515550401048,-1.6486745212190423,
1753283209.591431,3,-0.11853358857865832,-0.006826813839689688,1.1504676254834973,-2.563544679476424,0.14869239212290553,1.0682246169737748,
1753283209.591431,1,-0.0694368041491481,-0.026330452742060168,1.1220120516724101,2.6632080654084316,-0.6863197755822111,1.8316026893624822,
1753283209.624497,3,-0.11853358857865832,-0.006826813839689688,1.1504676254834973,-2.563544679476424,0.14869239212290553,1.0682246169737748,
1753283209.624497,1,-0.0694368041491481,-0.026330452742060168,1.1220120516724101,2.6632080654084316,-0.6863197755822111,1.8316026893624822,
1753283209.6582286,3,-0.11402858243425465,-0.011123645624668376,1.14083625150303,-2.5495493228962363,0.2039191628761359,0.9773899394314104,
1753283209.6582286,0,-0.1347499452753959,-0.08684750671436534,1.4002697284736172,1.6580245210151219,-1.3045921959195905,0.31736623051135526,
1753283209.6914272,3,-0.11464447508958595,-0.014085522467744437,1.1440522257361183,-2.562997927935026,0.19411242681975496,0.9567242633172542,
1753283209.6924717,1,-0.06734911285136544,-0.0358943279320129,1.1157499767380814,-2.2828493018429974,0.6592393827212712,-1.6463182197285762,
1753283209.6934216,0,-0.1325651791343471,-0.08804145330783036,1.362998911881348,1.6678443180466853,-1.3245483210166724,0.3120757320568557,
1753283209.7245865,3,-0.11714222219450082,-0.017073911522838093,1.169206448599572,3.4030700243263565,-0.264577013336859,-1.091580380952914,
1753283209.7255852,1,-0.06904680300874667,-0.04135984914863726,1.1244259299787644,-2.2232892871098886,0.6966338994876083,-1.6761947892242242,
1753283209.7255852,0,-0.13761402103922726,-0.09317053284713914,1.382013220519633,1.6781136665875167,-1.4176548373431306,0.29483532916004235,
1753283209.758095,3,-0.11933265352619739,-0.02191691816170653,1.1881107380148563,3.419929243862298,-0.2658602508710871,-1.02286748908467,
1753283209.758095,0,-0.13910355872456392,-0.09829493825970899,1.3792410100230625,1.6736746098278903,-1.5042904894500413,0.34491899593720626,
1753283209.7905664,3,-0.12468221516050121,-0.026919465464871353,1.207589738337007,-2.602953526465039,0.20139269198595283,0.7138875559251929,
1753283209.7916799,0,-0.1474011200104023,-0.1068907408159525,1.4183170976934107,1.6835719824732627,-1.569770320736632,0.3711593607922014,
