timestamp,marker_id,x,y,z,rvec_x,rvec_y,rvec_z
1753282320.4798203,37,-0.9289919492117715,0.14911647456087457,1.783657319840301,2.8971013422978165,1.1050704805553277,-1.22370838822966
1753282322.3474283,17,0.4630909357327239,-0.18788441660847016,1.5108386946543018,1.7987940356031031,0.07775045485674327,-0.10553735784989562
1753282328.346385,0,0.3139042954093165,0.20942353396610836,0.879613770590842,3.408038325931107,-1.0230277244945616,-0.5125536360894751
1753282328.6788073,3,0.37299191598764014,0.08073350352741178,0.8074516823200371,-2.521986053231141,0.02611888574172447,0.5333777208951958
1753282328.7131104,3,0.3583195850274851,0.06747247720693857,0.7826772395886697,-2.503700052775097,0.042769567215766566,0.5023308092945652
1753282328.7473018,3,0.35675004375694275,0.056588285558571344,0.7760659789501925,-2.495873892913416,0.06151530943411355,0.4326838726998847
1753282328.780347,3,0.3566394708528264,0.04751664465708922,0.7739797791567209,-2.5287649625194786,0.06891053317783137,0.3919679859115638
1753282328.8127043,3,0.3596014249690218,0.04067962326083859,0.776369662357406,-2.601753261600302,0.0494523551398572,0.3546015033774539
1753282328.845851,3,0.36325391513589544,0.0359092651165526,0.776761609311316,-2.6360121172714854,0.047097619164160505,0.29699012407700276
1753282328.8788278,3,0.36040132031492095,0.03152319527204547,0.767063754615587,-2.6859911266132714,0.04653520286475789,0.1579058342338877
1753282328.8793569,2,0.32320220837895597,0.015048262631748455,0.8108060138709823,-1.857150139574479,-0.41405027196619437,2.10890784840127
1753282328.9121337,3,0.353329608522391,0.029690959245456467,0.7549134998622107,-2.6700081527623354,0.03021216795829065,0.1332226303768129
1753282328.9121337,0,0.3693468392854249,-0.026951389575343793,0.8051636443402689,1.525550677571663,-1.4452137770860272,0.8738468767907688
1753282328.9131482,2,0.3177240842708331,0.013045205058931673,0.8022897051775593,-1.8684272175505143,-0.41356024238775396,2.0877448169171684
1753282328.9452348,3,0.35507555255873435,0.029701188642530813,0.7552998564432544,-2.6709061139090764,0.030540745355295978,0.13457459083261658
1753282328.946247,0,0.36542523854810227,-0.027380603760309923,0.7930291589108008,1.5483820619773598,-1.4461117835782888,0.8760787591318004
1753282328.946247,2,0.3121428463888251,0.012193511611870867,0.7872048080031098,-1.8878931727986756,-0.3989210693432536,2.0904020281403537
1753282328.978785,3,0.35360971951843184,0.028456761722451884,0.7479470383901128,-2.673051863527028,0.03656430467071596,0.03983513658550045
1753282328.979737,2,0.3106541859125335,0.011550664237873329,0.784603844885818,-1.9403461387073608,-0.41455708214127074,2.0071696679555795
1753282329.012088,3,0.3520894240303317,0.027711409159796745,0.743823535529326,-2.710329820795254,0.030820241554837223,-0.0208657778633281
1753282329.0130866,0,0.3555259918953341,-0.028884125675586927,0.7733076056867753,1.4981508164901431,-1.4952103649870527,0.9290679770959699
1753282329.0130866,2,0.30952613084077085,0.011709727692292273,0.7818175610070414,-1.9751779525210684,-0.40152561629158356,1.9826894115391365
1753282329.0463004,3,0.35203610752426484,0.02827382698959151,0.738473204156091,-2.696826096624655,0.031298394528401344,-0.0184941893341194
1753282329.0463004,0,0.3566571790058263,-0.028365697375390027,0.7697042013174905,1.4936810925888784,-1.5014265493039658,0.940412804317832
1753282329.0470483,2,0.31194337692959007,0.011703418292660493,0.7817976567380795,-1.971942544320033,-0.40084150694845816,1.9854693494926152
1753282329.079712,3,0.35516366842188773,0.02789429180414448,0.7382601422360745,-2.6657519671072527,0.01532014939746458,0.0027240676364470215
